,BD,D,C,L,Z1,Z2,Z3,Z4,Z5,WA,T,S,K,GBP,FPV,CU,A,SS
1353,2.2,18.1,28.2,70.5,148.1142878,79.94643021,80.04643004,183.7071457,159.9750045,139.9006353,71.79642895,142.9764317,129.0571436,1294.83129,1849.866699,55,282.8035692,369.9343774
1354,2.2,18.1,29.5,68.2,139.6500037,82.52857263,78.02500207,180.0821473,160.2535749,119.7797339,68.24999973,146.4653239,114.2821429,1232.825296,1600.199951,50,269.7232121,344.9851129
1355,2.38,18.5,28,66,130.7500005,77.08571625,82.45357186,180.5964312,155.1000039,153.9494111,78.76428604,145.6457596,148.9107143,1410.879168,2100,59,306.0107171,389.9534651
1356,2.2,17.8,28,67,162.0000011,80.03214536,80.000003,191.921432,157.0571453,158.3428225,74.8071428,145.1784766,148.6999997,1339.559213,2100,60,291.9375,410.0302745
1357,2.2,18.4,29,70.2,162.0000011,80.03214536,80.000003,191.921432,157.0571453,158.3428225,74.8071428,145.1784766,148.6999997,1339.559213,2100,60,291.9375,410.0302745
1358,2.2,18.4,28.2,67.5,165.4285758,80.01785987,80.66785921,191.5821451,157.7928603,157.775147,74.96428599,145.3490677,148.8678567,1344.675563,2100,62,292.4196429,410.0334821
1359,2.2,18.6,29,71,165.4285758,80.01785987,80.66785921,191.5821451,157.7928603,157.775147,74.96428599,145.3490677,148.8678567,1344.675563,2100,62,292.4196429,410.0334821
1360,2.2,18.6,27.1,68.1,162.5000016,80.10000256,80.00714575,192.642861,155.171432,138.1003282,71.72857121,146.54493,135.4750001,1304.513088,1899.800049,60,281.2214312,389.9727107
1361,2.2,19,29,70,162.5000016,80.10000256,80.00714575,192.642861,155.171432,138.1003282,71.72857121,146.54493,135.4750001,1304.513088,1899.800049,60,281.2214312,389.9727107
1362,,,,,162.0142877,79.92500169,79.8464301,190.2357167,155.5250026,137.9155017,71.71785763,146.7675896,135.6714292,1304.808755,1899.800049,60,281.4767838,389.8893106
1363,2.2,18.5,26.8,70.5,156.8714316,67.96071489,66.06071608,83.62142835,110.485715,0.040994995,0,0,0,3.56E-32,0,100,0,0
1364,2.21,18,27,67.5,191.8214318,126.1285725,194.9678601,233.3678605,230.2000024,0.034741522,0,0,0,6.07E-38,0,100,0,0
1365,2.19,18,26.5,68,165.4714317,98.73928724,150.8892882,235.2000029,239.9250041,169.9624721,62.47500011,147.7389853,118.610714,1022.611891,1600.199951,100,249.962501,388.0994306
1366,2.2,18.5,28,67.8,165.4714317,98.73928724,150.8892882,235.2000029,239.9250041,169.9624721,62.47500011,147.7389853,118.610714,1022.611891,1600.199951,100,249.962501,388.0994306
1367,22,18.6,27.5,66.2,147.3714333,79.70714433,80.78571538,186.9892889,156.5142882,157.8974386,75.20714297,145.6979136,149.2250001,1365.749381,2100,63,294.6642859,408.0190637
1368,2.21,18,26,69,147.2500049,79.53928811,80.68571636,193.3964331,158.3714327,154.717198,75.01071358,146.3507985,149.6928569,1323.711435,2100,63,292.8303593,411.8746861
1369,2.2,18.6,27,67,159.4357207,80.03928784,79.95000267,190.017861,160.5535731,109.023065,76.67142814,144.5317775,112.0464287,1341.431375,1600.199951,51,298.0107106,301.1137826
1370,2.2,18.2,25.7,69.1,157.535717,78.08928817,79.68928773,120.6750017,142.1571459,161.9128625,29.39285714,145.4149731,56.85714327,676.4142674,700,65,144.8321424,400.0383813
1371,2.19,18.6,27,67,160.5000049,77.41428784,80.04643059,156.896431,155.2857181,162.2602779,28.87500014,142.6337291,55.77857154,684.4851619,700,65,143.4357147,400.0961227
1372,2.2,18.5,28.2,69.1,153.2000008,79.2928584,80.04285949,180.0250043,155.0142888,109.1120028,76.09999984,144.9933161,112.4035713,1306.235051,1600.199951,54,296.0482145,304.9982736
1373,2.2,18.5,28,68,153.2000008,79.2928584,80.04285949,180.0250043,155.0142888,109.1120028,76.09999984,144.9933161,112.4035713,1306.235051,1600.199951,54,296.0482145,304.9982736
1374,2.2,18.2,27,68.5,153.1571454,79.83571679,80.06071663,179.9678601,154.9821467,108.072537,76.1892861,145.4067808,112.6571429,1310.531124,1600.199951,54,296.858927,305.0848825
1375,2.18,17.5,27,66.5,150.2214339,80.68928746,80.10714476,179.9750039,155.0535747,113.8972994,75.73571478,143.4153595,111.4964281,1333.859449,1600.199951,54,296.4303534,301.9830584
1376,2.21,17.5,27,68.5,150.2285761,79.92500142,79.83214487,178.1464321,154.921432,142.0733675,73.88928522,141.9969384,125.0857146,1336.933999,1799.93335,58,288.7178552,349.9987052
1377,2.2,17.9,28.5,69.3,153.0000016,80.0678591,80.01785987,179.9928611,154.9678617,133.9139742,78.51785714,140.7627509,123.4857142,1376.386278,1799.93335,55,304.9928545,325.0109297
1378,2.22,17.7,26,66,150.7428622,80.01428795,80.13571685,180.0500041,154.9964322,133.3115578,78.92142868,141.6345504,124.2107149,1383.263563,1799.93335,55,305.8500007,325.0205547
1379,2.26,17.2,25.1,67.4,155.9642906,79.63928822,79.97143146,184.9142897,154.9714312,114.24263,75.44285692,146.5570799,113.9535708,1375.181806,1600.199951,58,293.9053552,311.3975765
1380,2.19,17.8,28.7,66.5,152.4214314,79.30714308,79.35000174,179.9714323,154.9642895,133.2191424,78.5678572,145.7442038,127.7999995,1413.024375,1799.93335,59,304.9285703,336.032499
1381,2.1,17.5,28,66,152.6357182,82.73214367,79.68214553,180.046432,154.9607168,125.9838753,76.42499978,147.4805788,122.1571426,1382.417027,1700.06665,51,297.5464238,329.9956534
1382,2.1,18,28,66,152.2857176,81.23214422,79.7428597,180.11429,154.9607173,125.9817903,76.4428572,147.1680984,121.8928574,1386.546544,1700.06665,51.5,297.6946411,329.0493927
1383,2.21,17.8,28,66,157.7928592,83.1392874,80.06071745,169.6071445,154.796432,129.9708116,30.63571433,147.2923388,48.77142852,757.9413365,600.1333618,54,148.2446409,328.8954228
1384,2.2,17.8,28,66,157.1785736,80.2321464,80.17143141,180.9750034,154.9857172,119.8589448,73.00714248,149.2864211,116.4678574,1336.001565,1600.199951,55,285.5821402,329.0076959
1385,2.19,17.2,26.5,67,157.1785736,80.2321464,80.17143141,180.9750034,154.9857172,119.8589448,73.00714248,149.2864211,116.4678574,1336.001565,1600.199951,55,285.5821402,329.0076959
1386,2.2,18.2,27.9,66.6,158.0285726,79.90714509,78.62857246,180.185718,155.0750029,141.9205066,76.34999984,145.5026866,128.1714287,1407.593972,1799.93335,59.17857143,297.7642833,345.9313671
1387,2.2,17.9,28.1,69.5,158.0285726,79.90714509,78.62857246,180.185718,155.0750029,141.9205066,76.34999984,145.5026866,128.1714287,1407.593972,1799.93335,59.17857143,297.7642833,345.9313671
1388,2.21,170.5,28.5,66,154.4428607,80.55714498,79.45714515,185.0535742,154.8928615,154.7283145,74.53214237,145.9782982,136.0607131,1382.596911,1899.800049,59,290.3089284,377.0489905
1389,2.2,18.1,28.8,68.7,157.0714302,79.50000218,79.92500332,186.1500032,155.4250025,178.9959646,74.0500006,144.2378638,149.1071434,1399.361803,2100,62,290.4107143,412.9685069
1390,2.2,18,27.5,70.5,158.1714281,80.69642966,79.2785729,192.3892899,155.2750026,160.7941851,70.6285711,145.5808471,136.7178576,1368.966932,1910.666678,66,278.0392848,398.9798519
1391,2.19,18,27.5,69.7,155.3000041,77.97500202,80.13928768,187.2785748,154.0464325,188.7583318,73.76428604,150.0548842,155.775001,1401.972748,2100,63,280.5625011,435.5056087
1392,2.2,18.1,25.5,67,155.3000041,77.97500202,80.13928768,187.2785748,154.0464325,188.7583318,73.76428604,150.0548842,155.775001,1401.972748,2100,63,280.5625011,435.5056087
1393,2.2,18,27,69.7,146.4928632,81.63928768,80.07500294,180.0321465,155.0321448,158.0016621,73.59285709,144.7728729,135.1464272,1434.174325,1899.800049,59,287.5142866,379.9615631
1394,2.1,18.2,25.5,67.9,145.1785709,79.92500142,80.06785938,179.9571473,155.1035734,173.0773969,75.79285649,145.1462402,149.653571,1441.064789,2100,62,295.3446394,408.0190637
1395,2.24,18,26,67,128.360717,80.25000218,86.70000458,180.4250031,155.110718,127.091782,74.85892868,147.2668389,125.1285711,1283.146611,1746.5,51.5,292.9214287,342.5103885
1396,2.21,18.3,25.9,65.3,138.2000046,77.46428735,86.70000458,180.3428595,154.5000022,116.3451873,73.97857176,148.4121323,115.542857,1274.465942,1600.199951,52,290.8999939,405.4240723
1397,2.18,17.9,26.5,67,143.4142914,81.60357312,86.70000458,184.3214297,155.1107161,152.6778701,75.04642841,145.3551303,141.932142,1325.335868,2000.133301,62.60714286,290.8999939,405.4240723
1398,2.2,17.4,27.5,66.7,147.3214335,81.31071581,86.70000458,185.8321462,155.5035744,158.5735081,76.125,145.2915213,148.8464285,1350.088257,2100,63.75,290.8999939,405.4240723
1399,2.2,18.3,29.1,69.2,161.5928595,80.02143124,86.70000458,181.1464315,155.1500032,160.6760657,75.38571494,144.0116212,147.6892847,1359.925773,2100,65,290.8999939,405.4240723
1400,2.29,18.6,29,70,161.300002,79.96428762,86.70000458,185.0607185,157.3214313,158.1170044,75.6642862,145.2393396,148.764285,1374.575906,2100,63,290.8999939,405.4240723
1401,2.2,18.6,28,68.3,161.300002,79.96428762,86.70000458,185.0607185,157.3214313,158.1170044,75.6642862,145.2393396,148.764285,1374.575906,2100,63,290.8999939,405.4240723
1402,2.18,18.5,28.3,68.5,160.5285775,79.97500256,86.70000458,185.9000092,155.4000092,160.0993549,74.98928533,144.3522154,147.9785723,1373.106703,2100,65,290.8999939,405.4240723
1403,2.2,18.6,26.9,67.7,160.5285775,79.97500256,86.70000458,185.9000092,155.4000092,160.0993549,74.98928533,144.3522154,147.9785723,1373.106703,2100,65,290.8999939,405.4240723
1404,2.28,18.5,29,70,158.3428579,80.21428898,86.70000458,185.9000092,155.4000092,115.2786225,70.84642819,149.6728243,116.4000015,1314.717163,1600.199951,57,290.8999939,405.4240723
1405,2.2,18.4,28.3,68.1,158.3428579,80.21428898,86.70000458,185.9000092,155.4000092,115.2786225,70.84642819,149.6728243,116.4000015,1314.717163,1600.199951,57,290.8999939,405.4240723
1406,2.2,18,27.3,68.2,160.7142901,80.13571685,86.70000458,185.9000092,155.4000092,118.6381302,68.69999695,146.5445709,116.4000015,1314.717163,1899.800049,67,290.8999939,405.4240723
1407,2.11,18,27,67.5,158.4214309,77.18571527,86.70000458,185.9000092,155.4000092,118.6381302,68.69999695,146.5445709,116.4000015,1314.717163,0,64,290.8999939,405.4240723
1408,2.2,18.6,2.78,66.5,161.5285743,97.39285878,86.70000458,185.9000092,155.4000092,118.6381302,68.69999695,146.5445709,116.4000015,1314.717163,1899.800049,36,290.8999939,405.4240723
1409,2.2,17.8,28,67.5,161.5285743,97.39285878,86.70000458,185.9000092,155.4000092,118.6381302,68.69999695,146.5445709,116.4000015,1314.717163,1899.800049,36,290.8999939,405.4240723
1410,2.2,18.6,25.5,70.4,169.5285743,104.550002,86.70000458,185.9000092,155.4000092,118.6381302,68.69999695,146.5445709,116.4000015,1314.717163,0,30,290.8999939,405.4240723
1411,2.23,18.1,28.6,68.2,157.8214297,80.09643091,86.70000458,185.9000092,155.4000092,118.6381302,68.69999695,146.5445709,116.4000015,1314.717163,1600.199951,44,290.8999939,405.4240723
1412,2.24,18.2,28.4,70.6,158.5285726,79.48214395,86.70000458,185.9000092,155.4000092,118.6381302,68.69999695,146.5445709,116.4000015,1314.717163,1899.800049,52,290.8999939,405.4240723
1413,2.22,18.5,27,68,159.378576,79.69285992,86.70000458,185.9000092,155.4000092,118.6381302,68.69999695,146.5445709,116.4000015,1314.717163,1899.800049,56.07142857,290.8999939,405.4240723
1414,2.2,18,28,69,155.8000041,83.02500125,86.70000458,185.9000092,155.4000092,118.6381302,68.69999695,146.5445709,116.4000015,1314.717163,1600.199951,56,290.8999939,405.4240723
1415,2.2,18.4,27.5,66.5,164.4000092,80.20000458,86.70000458,185.9000092,155.4000092,118.6381302,68.69999695,146.5445709,116.4000015,1314.717163,2100,61,290.8999939,405.4240723
1416,2.2,18,26,68,164.4000092,80.20000458,86.70000458,185.9000092,155.4000092,118.6381302,68.69999695,146.5445709,116.4000015,1314.717163,1799.93335,57,290.8999939,405.4240723
1417,2.2,18,28,67,164.4000092,80.20000458,86.70000458,185.9000092,155.4000092,118.6381302,68.69999695,146.5445709,116.4000015,1314.717163,2100,62,290.8999939,405.4240723
1418,2.2,18.3,28.1,66.5,164.4000092,80.20000458,86.70000458,185.9000092,155.4000092,118.6381302,68.69999695,146.5445709,116.4000015,1314.717163,1600.199951,58,290.8999939,405.4240723
1419,2.26,18,27,67.5,164.4000092,80.20000458,86.70000458,185.9000092,155.4000092,118.6381302,68.69999695,146.5445709,116.4000015,1314.717163,0,54,290.8999939,405.4240723
1420,2.2,18.2,28.5,68.3,164.4000092,80.20000458,86.70000458,185.9000092,155.4000092,118.6381302,68.69999695,146.5445709,116.4000015,1314.717163,0,54,290.8999939,405.4240723
1421,2.17,18.6,27,72,164.4000092,80.20000458,86.70000458,185.9000092,155.4000092,118.6381302,68.69999695,146.5445709,116.4000015,1314.717163,1600.199951,55,290.8999939,405.4240723
1422,2.13,18.6,27,69.2,164.4000092,80.20000458,86.70000458,185.9000092,155.4000092,118.6381302,68.69999695,146.5445709,116.4000015,1314.717163,2100,65,290.8999939,405.4240723
1423,2.2,18.6,27.5,67.4,164.4000092,80.20000458,86.70000458,185.9000092,155.4000092,118.6381302,68.69999695,146.5445709,116.4000015,1314.717163,1899.800049,64,290.8999939,405.4240723
1424,2.16,18.4,29.5,65.8,164.4000092,80.20000458,86.70000458,185.9000092,155.4000092,118.6381302,68.69999695,146.5445709,116.4000015,1314.717163,2100,66,290.8999939,405.4240723
1425,2.18,17.6,26.5,66.5,164.4000092,80.20000458,86.70000458,185.9000092,155.4000092,118.6381302,68.69999695,146.5445709,116.4000015,1314.717163,2100,66,290.8999939,405.4240723
1426,2.2,18,29,66.5,164.4000092,80.20000458,86.70000458,185.9000092,155.4000092,118.6381302,68.69999695,146.5445709,116.4000015,1314.717163,2100,66,290.8999939,405.4240723
1427,2.16,18.6,25,69.4,164.4000092,80.20000458,86.70000458,185.9000092,155.4000092,118.6381302,68.69999695,146.5445709,116.4000015,1314.717163,2100,66,290.8999939,405.4240723
1428,2.25,18.5,26.1,67.5,164.4000092,80.20000458,86.70000458,185.9000092,155.4000092,118.6381302,68.69999695,146.5445709,116.4000015,1314.717163,2100,66,290.8999939,405.4240723
1429,2.2,18,29,66.5,164.4000092,80.20000458,86.70000458,185.9000092,155.4000092,118.6381302,68.69999695,146.5445709,116.4000015,1314.717163,2100,66,290.8999939,405.4240723
1430,2.24,18.3,27.8,68.8,164.4000092,80.20000458,86.70000458,185.9000092,155.4000092,118.6381302,68.69999695,146.5445709,116.4000015,1314.717163,2100,66,290.8999939,405.4240723
1431,2.19,18.5,29,72,164.4000092,80.20000458,86.70000458,185.9000092,155.4000092,118.6381302,68.69999695,146.5445709,116.4000015,1314.717163,2100,66,290.8999939,405.4240723
1432,2.2,18,25.2,69.7,164.4000092,80.20000458,86.70000458,185.9000092,155.4000092,118.6381302,68.69999695,146.5445709,116.4000015,1314.717163,2100,66,290.8999939,405.4240723
1433,2.2,18.5,27.7,68,164.4000092,80.20000458,86.70000458,185.9000092,155.4000092,118.6381302,68.69999695,146.5445709,116.4000015,1314.717163,2100,66,290.8999939,405.4240723
1434,2.2,18.6,27,68.5,164.4000092,80.20000458,86.70000458,185.9000092,155.4000092,118.6381302,68.69999695,146.5445709,116.4000015,1314.717163,1600.199951,51,290.8999939,405.4240723
1435,2.2,18,26,66,164.4000092,80.20000458,86.70000458,185.9000092,155.4000092,118.6381302,68.69999695,146.5445709,116.4000015,1314.717163,1899.800049,60.39285714,290.8999939,405.4240723
1436,2.2,18.5,27.4,66.5,164.4000092,80.20000458,86.70000458,185.9000092,155.4000092,118.6381302,68.69999695,146.5445709,116.4000015,1314.717163,1899.800049,61,290.8999939,405.4240723
1437,2.2,18.6,26.8,66.8,164.4000092,80.20000458,86.70000458,185.9000092,155.4000092,118.6381302,68.69999695,146.5445709,116.4000015,1314.717163,1899.800049,61,290.8999939,405.4240723
1438,2.2,18.6,28.5,67.4,164.4000092,80.20000458,86.70000458,185.9000092,155.4000092,118.6381302,68.69999695,146.5445709,116.4000015,1314.717163,1021.850015,57,290.8999939,405.4240723
1439,2.27,18.5,27,66,164.4000092,80.20000458,86.70000458,185.9000092,155.4000092,118.6381302,68.69999695,146.5445709,116.4000015,1314.717163,1021.850015,57,290.8999939,405.4240723
1440,2.2,18.2,27.5,68,164.4000092,80.20000458,86.70000458,185.9000092,155.4000092,118.6381302,68.69999695,146.5445709,116.4000015,1314.717163,1600.199951,57,290.8999939,405.4240723
1441,2.2,18,28.5,68,164.4000092,80.20000458,86.70000458,185.9000092,155.4000092,118.6381302,68.69999695,146.5445709,116.4000015,1314.717163,1700.06665,62,290.8999939,405.4240723
1442,2.2,18.5,26.9,68.7,164.4000092,80.20000458,86.70000458,185.9000092,155.4000092,118.6381302,68.69999695,146.5445709,116.4000015,1314.717163,2100,70,290.8999939,405.4240723
1443,2.22,18.5,27,68.4,164.4000092,80.20000458,86.70000458,185.9000092,155.4000092,118.6381302,68.69999695,146.5445709,116.4000015,1314.717163,1600.199951,54,290.8999939,405.4240723
1444,2.22,18,26,64,164.4000092,80.20000458,86.70000458,185.9000092,155.4000092,118.6381302,68.69999695,146.5445709,116.4000015,1314.717163,1710.766654,53.53571429,290.8999939,405.4240723
1445,2.2,18.5,29.5,71,164.4000092,80.20000458,86.70000458,185.9000092,155.4000092,118.6381302,68.69999695,146.5445709,116.4000015,1314.717163,1799.93335,54,290.8999939,405.4240723
1446,2.2,18.5,29.1,71,164.4000092,80.20000458,86.70000458,185.9000092,155.4000092,118.6381302,68.69999695,146.5445709,116.4000015,1314.717163,1799.93335,58.07142857,290.8999939,405.4240723
1447,2.2,18.5,28.6,69,164.4000092,80.20000458,86.70000458,185.9000092,155.4000092,118.6381302,68.69999695,146.5445709,116.4000015,1314.717163,1899.800049,56,290.8999939,405.4240723
1448,2.2,18.6,27,68.4,164.4000092,80.20000458,86.70000458,185.9000092,155.4000092,118.6381302,68.69999695,146.5445709,116.4000015,1314.717163,1899.800049,59,290.8999939,405.4240723
1449,2.2,18.5,25.7,67.2,164.4000092,80.20000458,86.70000458,185.9000092,155.4000092,118.6381302,68.69999695,146.5445709,116.4000015,1314.717163,1899.800049,62,290.8999939,405.4240723
1450,2.2,18.6,27,68.8,164.4000092,80.20000458,86.70000458,185.9000092,155.4000092,118.6381302,68.69999695,146.5445709,116.4000015,1314.717163,1899.800049,62,290.8999939,405.4240723
1451,2.21,18.4,27.5,69,164.4000092,80.20000458,86.70000458,185.9000092,155.4000092,118.6381302,68.69999695,146.5445709,116.4000015,1314.717163,1899.800049,62,290.8999939,405.4240723
1452,2.2,18.6,27.5,66.3,164.4000092,80.20000458,86.70000458,185.9000092,155.4000092,118.6381302,68.69999695,146.5445709,116.4000015,1314.717163,1899.800049,62,290.8999939,405.4240723
1453,2.2,18.5,28,68.8,164.4000092,80.20000458,86.70000458,185.9000092,155.4000092,118.6381302,68.69999695,146.5445709,116.4000015,1314.717163,1899.800049,59,290.8999939,405.4240723
1454,2.2,18,28.3,70.2,164.4000092,80.20000458,86.70000458,185.9000092,155.4000092,118.6381302,68.69999695,146.5445709,116.4000015,1314.717163,1899.800049,59,290.8999939,405.4240723
1455,2.2,18,26.7,67,164.4000092,80.20000458,86.70000458,185.9000092,155.4000092,118.6381302,68.69999695,146.5445709,116.4000015,1314.717163,1600.199951,60,290.8999939,405.4240723
1456,2.24,18.1,29.4,63,164.4000092,80.20000458,86.70000458,185.9000092,155.4000092,118.6381302,68.69999695,146.5445709,116.4000015,1314.717163,1600.199951,60,290.8999939,405.4240723
1457,2.24,19,28,68,164.4000092,80.20000458,86.70000458,185.9000092,155.4000092,118.6381302,68.69999695,146.5445709,116.4000015,1314.717163,1600.199951,60,290.8999939,405.4240723
1458,2.2,18.6,27.5,70.6,164.4000092,80.20000458,86.70000458,185.9000092,155.4000092,118.6381302,68.69999695,146.5445709,116.4000015,1314.717163,1799.93335,62,290.8999939,405.4240723
1459,2.1,18,25,65,164.4000092,80.20000458,86.70000458,185.9000092,155.4000092,118.6381302,68.69999695,146.5445709,116.4000015,1314.717163,1799.93335,62,290.8999939,405.4240723
1460,2.2,18.5,25,66.2,164.4000092,80.20000458,86.70000458,185.9000092,155.4000092,118.6381302,68.69999695,146.5445709,116.4000015,1314.717163,1799.93335,62,290.8999939,405.4240723
